2018-04-29	421
2018-04-30	291
2018-05-01	345
2018-05-02	372
2018-05-03	268
2018-05-04	314
2018-05-05	297
2018-05-06	210
2018-05-07	380
2018-05-08	345
2018-05-09	236
2018-05-10	306
2018-05-11	334
2018-05-12	266
2018-05-13	230
2018-05-14	244
2018-05-15	279
2018-05-16	387
2018-05-17	250
2018-05-18	202
2018-05-19	253
2018-05-20	283
2018-05-21	255
2018-05-22	232
2018-05-23	369
2018-05-24	699
2018-05-25	357
2018-05-26	311
2018-05-27	1388
2018-05-28	1194
2018-05-29	1053
2018-05-30	351
2018-05-31	273
2018-06-01	428
2018-06-02	367
2018-06-03	360
2018-06-04	353
2018-06-05	341
2018-06-06	430
2018-06-07	397
2018-06-08	281
2018-06-09	234
2018-06-10	234
2018-06-11	210
2018-06-12	468
2018-06-13	415
2018-06-14	293
2018-06-15	269
2018-06-16	434
2018-06-17	424
2018-06-18	286
2018-06-19	472
2018-06-20	343
2018-06-21	357
2018-06-22	369
2018-06-23	609
2018-06-24	379
2018-06-25	473
2018-06-26	357
2018-06-27	881
2018-06-28	332
2018-06-29	316
2018-06-30	422
2018-07-01	183
2018-07-02	42
2018-07-03	27
2018-07-04	32
2018-07-05	47
2018-07-06	29
2018-07-07	45
2018-07-08	43
2018-07-09	26
2018-07-10	38
2018-07-11	36
2018-07-12	42
2018-07-13	93
2018-07-14	64
2018-07-15	80
2018-07-16	24
2018-07-17	54
2018-07-18	27
2018-07-19	41
2018-07-20	23
2018-07-21	33
2018-07-22	21
2018-07-23	40
2018-07-24	62
2018-07-25	215
2018-07-26	445
2018-07-27	369
2018-07-28	339
2018-07-29	236
2018-07-30	308
2018-07-31	505
2018-08-01	292
2018-08-02	313
2018-08-03	223
2018-08-04	259
2018-08-05	295
2018-08-06	292
2018-08-07	370
2018-08-08	353
2018-08-09	435
2018-08-10	754
2018-08-11	761
2018-08-12	1084
2018-08-13	546
2018-08-14	382
2018-08-15	254
2018-08-16	202
2018-08-17	275
2018-08-18	279
2018-08-19	204
2018-08-20	210
2018-08-21	390
2018-08-22	257
2018-08-23	192
2018-08-24	334
2018-08-25	322
2018-08-26	236
2018-08-27	245
2018-08-28	457
2018-08-29	297
2018-08-30	463
2018-08-31	276
2018-09-01	238
2018-09-02	233
2018-09-03	232
2018-09-04	510
2018-09-05	348
2018-09-06	396
2018-09-07	347
2018-09-08	459
2018-09-09	296
2018-09-10	366
2018-09-11	320
2018-09-12	310
2018-09-13	301
2018-09-14	366
2018-09-15	288
2018-09-16	244
2018-09-17	804
2018-09-18	633
2018-09-19	276
2018-09-20	185
2018-09-21	229
2018-09-22	193
2018-09-23	155
2018-09-24	188
2018-09-25	170
2018-09-26	168
2018-09-27	194
2018-09-28	149
2018-09-29	211
2018-09-30	182
2018-10-01	168
2018-10-02	194
2018-10-03	201
2018-10-04	172
2018-10-05	341
2018-10-06	260
2018-10-07	265
2018-10-08	246
2018-10-09	296
2018-10-10	368
2018-10-11	255
2018-10-12	310
2018-10-13	374
2018-10-14	301
2018-10-15	249
2018-10-16	243
2018-10-17	227
2018-10-18	212
2018-10-19	277
2018-10-20	217
2018-10-21	271
2018-10-22	279
2018-10-23	235
2018-10-24	225
2018-10-25	273
2018-10-26	311
2018-10-27	239
2018-10-28	198
2018-10-29	256
2018-10-30	225
2018-10-31	217
2018-11-01	232
2018-11-02	382
2018-11-03	166
2018-11-04	175
2018-11-05	184
2018-11-06	221
2018-11-07	135
2018-11-08	155
2018-11-09	130
2018-11-10	118
2018-11-11	130
2018-11-12	203
2018-11-13	392
2018-11-14	185
2018-11-15	158
2018-11-16	183
2018-11-17	164
2018-11-18	132
2018-11-19	129
2018-11-20	100
2018-11-21	110
2018-11-22	139
2018-11-23	123
2018-11-24	124
2018-11-25	247
2018-11-26	128
2018-11-27	120
2018-11-28	142
2018-11-29	162
2018-11-30	212
2018-12-01	123
2018-12-02	114
2018-12-03	156
2018-12-04	189
2018-12-05	175
2018-12-06	303
2018-12-07	231
2018-12-08	170
2018-12-09	141
2018-12-10	165
2018-12-11	204
2018-12-12	185
2018-12-13	134
2018-12-14	117
2018-12-15	98
2018-12-16	97
2018-12-17	148
2018-12-18	169
2018-12-19	170
2018-12-20	105
2018-12-21	101
2018-12-22	102
2018-12-23	109
2018-12-24	127
2018-12-25	106
2018-12-26	78
2018-12-27	141
2018-12-28	97
2018-12-29	142
2018-12-30	103
2018-12-31	122
2019-01-01	103
2019-01-02	149
2019-01-03	137
2019-01-04	101
2019-01-05	229
2019-01-06	194
2019-01-07	191
2019-01-08	367
2019-01-09	224
2019-01-10	198
2019-01-11	129
2019-01-12	298
2019-01-13	190
2019-01-14	197
2019-01-15	131
2019-01-16	140
2019-01-17	230
2019-01-18	380
2019-01-19	306
2019-01-20	150
2019-01-21	285
2019-01-22	288
2019-01-23	150
2019-01-24	146
2019-01-25	152
2019-01-26	155
2019-01-27	139
2019-01-28	142
2019-01-29	137
2019-01-30	293
2019-01-31	297
2019-02-01	364
2019-02-02	293
2019-02-03	335
2019-02-04	281
2019-02-05	534
2019-02-06	283
2019-02-07	227
2019-02-08	195
2019-02-09	146
2019-02-10	167
2019-02-11	207
2019-02-12	182
2019-02-13	218
2019-02-14	244
2019-02-15	178
2019-02-16	196
2019-02-17	264
2019-02-18	294
2019-02-19	193
2019-02-20	213
2019-02-21	135
2019-02-22	162
2019-02-23	129
2019-02-24	124
2019-02-25	156
2019-02-26	249
2019-02-27	162
2019-02-28	314
2019-03-01	150
2019-03-02	202
2019-03-03	394
2019-03-04	392
2019-03-05	174
2019-03-06	235
2019-03-07	188
2019-03-08	201
2019-03-09	202
2019-03-10	171
2019-03-11	101
2019-03-12	106
2019-03-13	120
2019-03-14	137
2019-03-15	269
2019-03-16	114
2019-03-17	115
2019-03-18	142
2019-03-19	162
2019-03-20	143
2019-03-21	192
2019-03-22	157
2019-03-23	267
2019-03-24	152
2019-03-25	140
2019-03-26	133
2019-03-27	128
2019-03-28	96
2019-03-29	94
2019-03-30	126
2019-03-31	142
2019-04-01	168
2019-04-02	129
2019-04-03	142
2019-04-04	134
2019-04-05	151
2019-04-06	120
2019-04-07	111
2019-04-08	122
2019-04-09	174
2019-04-10	128
2019-04-11	108
2019-04-12	112
2019-04-13	175
2019-04-14	89
2019-04-15	104
2019-04-16	140
2019-04-17	146
2019-04-18	149
2019-04-19	137
2019-04-20	197
2019-04-21	230
2019-04-22	140
2019-04-23	124
2019-04-24	108
2019-04-25	174
2019-04-26	139
2019-04-27	99
2019-04-28	104
2019-04-29	179
2019-04-30	176
2019-05-01	184
2019-05-02	111
2019-05-03	118
2019-05-04	152
2019-05-05	116
2019-05-06	120
2019-05-07	195
2019-05-08	158
2019-05-09	158
2019-05-10	135
2019-05-11	134
2019-05-12	120
2019-05-13	127
2019-05-14	176
2019-05-15	224
2019-05-16	175
2019-05-17	255
2019-05-18	153
2019-05-19	98
2019-05-20	115
2019-05-21	135
2019-05-22	92
2019-05-23	116
2019-05-24	117
2019-05-25	105
2019-05-26	79
2019-05-27	94
2019-05-28	105
2019-05-29	132
2019-05-30	104
2019-05-31	105
2019-06-01	120
2019-06-02	129
2019-06-03	104
2019-06-04	126
2019-06-05	112
2019-06-06	132
2019-06-07	139
2019-06-08	140
2019-06-09	132
2019-06-10	147
2019-06-11	140
2019-06-12	109
2019-06-13	159
2019-06-14	224
2019-06-15	340
2019-06-16	197
2019-06-17	182
2019-06-18	167
2019-06-19	188
2019-06-20	128
2019-06-21	100
2019-06-22	112
2019-06-23	128
2019-06-24	149
2019-06-25	172
2019-06-26	140
2019-06-27	131
2019-06-28	112
2019-06-29	97
2019-06-30	117
2019-07-01	117
2019-07-02	163
2019-07-03	152
2019-07-04	148
2019-07-05	142
2019-07-06	140
2019-07-07	114
2019-07-08	181
2019-07-09	184
2019-07-10	168
2019-07-11	132
2019-07-12	129
2019-07-13	219
2019-07-14	162
2019-07-15	104
2019-07-16	256
2019-07-17	182
2019-07-18	191
2019-07-19	115
2019-07-20	115
2019-07-21	89
2019-07-22	106
2019-07-23	225
2019-07-24	328
2019-07-25	136
2019-07-26	133
2019-07-27	140
2019-07-28	167
2019-07-29	238
2019-07-30	222
2019-07-31	238
2019-08-01	240
2019-08-02	140
2019-08-03	309
2019-08-04	181
2019-08-05	136
2019-08-06	168
2019-08-07	142
2019-08-08	198
2019-08-09	217
2019-08-10	170
2019-08-11	117
2019-08-12	123
2019-08-13	112
2019-08-14	114
2019-08-15	188
2019-08-16	96
2019-08-17	95
2019-08-18	412
2019-08-19	495
2019-08-20	253
2019-08-21	330
2019-08-22	155
2019-08-23	102
2019-08-24	65
2019-08-25	95
2019-08-26	118
2019-08-27	81
2019-08-28	111
2019-08-29	102
2019-08-30	85
2019-08-31	67
2019-09-01	133
2019-09-02	87
2019-09-03	301
2019-09-04	201
2019-09-05	100
2019-09-06	118
2019-09-07	66
2019-09-08	102
2019-09-09	132
2019-09-10	115
2019-09-11	85
2019-09-12	135
2019-09-13	159
2019-09-14	72
2019-09-15	80
2019-09-16	73
2019-09-17	79
2019-09-18	130
2019-09-19	98
2019-09-20	81
2019-09-21	119
2019-09-22	99
2019-09-23	219
2019-09-24	78
2019-09-25	71
2019-09-26	72
2019-09-27	95
2019-09-28	105
2019-09-29	92
2019-09-30	165
2019-10-01	212
2019-10-02	153
2019-10-03	143
2019-10-04	100
2019-10-05	128
2019-10-06	224
2019-10-07	105
2019-10-08	82
2019-10-09	102
2019-10-10	102
2019-10-11	85
2019-10-12	59
2019-10-13	426
2019-10-14	331
2019-10-15	276
2019-10-16	255
2019-10-17	128
2019-10-18	95
2019-10-19	110
2019-10-20	73
2019-10-21	171
2019-10-22	110
2019-10-23	116
2019-10-24	123
2019-10-25	106
2019-10-26	104
2019-10-27	85
2019-10-28	81
2019-10-29	106
2019-10-30	94
2019-10-31	71
2019-11-01	90
2019-11-02	330
2019-11-03	113
2019-11-04	92
2019-11-05	80
2019-11-06	62
2019-11-07	72
2019-11-08	82
2019-11-09	111
2019-11-10	105
2019-11-11	103
2019-11-12	121
2019-11-13	314
2019-11-14	92
2019-11-15	122
2019-11-16	73
2019-11-17	149
2019-11-18	253
2019-11-19	105
2019-11-20	134
2019-11-21	205
2019-11-22	127
2019-11-23	84
2019-11-24	94
2019-11-25	78
2019-11-26	122
2019-11-27	94
2019-11-28	39
2019-11-29	62
2019-11-30	93
2019-12-01	83
2019-12-02	101
2019-12-03	115
2019-12-04	231
2019-12-05	414
2019-12-06	205
2019-12-07	202
2019-12-08	213
2019-12-09	152
2019-12-10	133
2019-12-11	140
2019-12-12	118
2019-12-13	138
2019-12-14	120
2019-12-15	125
2019-12-16	139
2019-12-17	117
2019-12-18	135
2019-12-19	127
2019-12-20	129
2019-12-21	134
2019-12-22	126
2019-12-23	137
2019-12-24	170
2019-12-25	76
2019-12-26	180
2019-12-27	155
2019-12-28	132
2019-12-29	196
2019-12-30	208
2019-12-31	173
2020-01-01	133
2020-01-02	112
2020-01-03	148
2020-01-04	130
2020-01-05	100
2020-01-06	128
2020-01-07	179
2020-01-08	147
2020-01-09	126
2020-01-10	140
2020-01-11	122
2020-01-12	128
2020-01-13	280
2020-01-14	168
2020-01-15	173
2020-01-16	127
2020-01-17	238
2020-01-18	222
2020-01-19	188
2020-01-20	343
2020-01-21	223
2020-01-22	158
2020-01-23	143
2020-01-24	112
2020-01-25	272
2020-01-26	187
2020-01-27	185
2020-01-28	217
2020-01-29	137
2020-01-30	195
2020-01-31	139
2020-02-01	238
2020-02-02	177
2020-02-03	240
2020-02-04	205
2020-02-05	918
2020-02-06	357
2020-02-07	234
2020-02-08	202
2020-02-09	315
2020-02-10	227
2020-02-11	230
2020-02-12	207
2020-02-13	187
2020-02-14	205
2020-02-15	180
2020-02-16	208
2020-02-17	175
2020-02-18	168
2020-02-19	221
2020-02-20	251
2020-02-21	194
2020-02-22	137
2020-02-23	171
2020-02-24	150
2020-02-25	188
2020-02-26	440
2020-02-27	242
2020-02-28	168
2020-02-29	202
2020-03-01	168
2020-03-02	265
2020-03-03	287
2020-03-04	124
2020-03-05	242
2020-03-06	268
2020-03-07	146
2020-03-08	173
2020-03-09	100
2020-03-10	155
2020-03-11	153
2020-03-12	77
2020-03-13	100
2020-03-14	102
2020-03-15	80
2020-03-16	85
2020-03-17	70
2020-03-18	105
2020-03-19	80
2020-03-20	75
2020-03-21	122
2020-03-22	81
2020-03-23	72
2020-03-24	83
2020-03-25	64
2020-03-26	72
2020-03-27	73
2020-03-28	62
2020-03-29	81
2020-03-30	49
2020-03-31	66
2020-04-01	73
2020-04-02	91
2020-04-03	85
2020-04-04	172
2020-04-05	147
2020-04-06	134
2020-04-07	158
2020-04-08	210
2020-04-09	134
2020-04-10	152
2020-04-11	161
2020-04-12	176
2020-04-13	170
2020-04-14	132
2020-04-15	165
2020-04-16	144
2020-04-17	142
2020-04-18	157
2020-04-19	193
2020-04-20	142
2020-04-21	122
2020-04-22	175
2020-04-23	255
2020-04-24	216
2020-04-25	135
2020-04-26	113
2020-04-27	147
2020-04-28	223
2020-04-29	198
2020-04-30	2170
2020-05-01	1408
2020-05-02	302
2020-05-03	383
2020-05-04	251
2020-05-05	325
2020-05-06	1060
2020-05-07	3361
2020-05-08	1521
2020-05-09	814
2020-05-10	423
2020-05-11	345
2020-05-12	364
2020-05-13	450
2020-05-14	344
2020-05-15	323
2020-05-16	235
2020-05-17	200
2020-05-18	165
2020-05-19	307
2020-05-20	388
2020-05-21	295
2020-05-22	342
2020-05-23	279
2020-05-24	182
2020-05-25	254
2020-05-26	9415
2020-05-27	73203
2020-05-28	667429
2020-05-29	289132
2020-05-30	229434
2020-05-31	328457
2020-06-01	326913
2020-06-02	414049
2020-06-03	245819
2020-06-04	219904
2020-06-05	140659
2020-06-06	101302
2020-06-07	163647
2020-06-08	144964
2020-06-09	87945
2020-06-10	67619
2020-06-11	82959
2020-06-12	76193
2020-06-13	90681
2020-06-14	58649
2020-06-15	52001
2020-06-16	39886
2020-06-17	35918
2020-06-18	36547
2020-06-19	42129
2020-06-20	36191
2020-06-21	33503
2020-06-22	28271
2020-06-23	29190
2020-06-24	22526
