2020-01-01	133
2020-01-02	112
2020-01-03	147
2020-01-04	130
2020-01-05	98
2020-01-06	128
2020-01-07	179
2020-01-08	147
2020-01-09	126
2020-01-10	140
2020-01-11	122
2020-01-12	128
2020-01-13	279
2020-01-14	168
2020-01-15	173
2020-01-16	127
2020-01-17	238
2020-01-18	222
2020-01-19	188
2020-01-20	342
2020-01-21	223
2020-01-22	158
2020-01-23	143
2020-01-24	112
2020-01-25	269
2020-01-26	187
2020-01-27	184
2020-01-28	217
2020-01-29	137
2020-01-30	195
2020-01-31	139
2020-02-01	238
2020-02-02	177
2020-02-03	240
2020-02-04	205
2020-02-05	918
2020-02-06	357
2020-02-07	234
2020-02-08	202
2020-02-09	315
2020-02-10	227
2020-02-11	230
2020-02-12	207
2020-02-13	187
2020-02-14	205
2020-02-15	180
2020-02-16	208
2020-02-17	175
2020-02-18	168
2020-02-19	221
2020-02-20	251
2020-02-21	194
2020-02-22	137
2020-02-23	171
2020-02-24	150
2020-02-25	188
2020-02-26	440
2020-02-27	242
2020-02-28	168
2020-02-29	201
2020-03-01	168
2020-03-02	265
2020-03-03	286
2020-03-04	124
2020-03-05	241
2020-03-06	268
2020-03-07	146
2020-03-08	173
2020-03-09	100
2020-03-10	155
2020-03-11	153
2020-03-12	77
2020-03-13	100
2020-03-14	102
2020-03-15	80
2020-03-16	85
2020-03-17	70
2020-03-18	105
2020-03-19	80
2020-03-20	75
2020-03-21	122
2020-03-22	81
2020-03-23	72
2020-03-24	83
2020-03-25	64
2020-03-26	72
2020-03-27	73
2020-03-28	62
2020-03-29	81
2020-03-30	49
2020-03-31	66
2020-04-01	73
2020-04-02	91
2020-04-03	85
2020-04-04	172
2020-04-05	146
2020-04-06	134
2020-04-07	157
2020-04-08	210
2020-04-09	133
2020-04-10	152
2020-04-11	160
2020-04-12	176
2020-04-13	170
2020-04-14	132
2020-04-15	165
2020-04-16	144
2020-04-17	142
2020-04-18	157
2020-04-19	193
2020-04-20	142
2020-04-21	121
2020-04-22	175
2020-04-23	255
2020-04-24	216
2020-04-25	133
2020-04-26	113
2020-04-27	147
2020-04-28	223
2020-04-29	198
2020-04-30	2166
2020-05-01	1408
2020-05-02	302
2020-05-03	383
2020-05-04	251
2020-05-05	325
2020-05-06	1060
2020-05-07	3359
2020-05-08	1520
2020-05-09	814
2020-05-10	423
2020-05-11	345
2020-05-12	363
2020-05-13	450
2020-05-14	344
2020-05-15	321
2020-05-16	235
2020-05-17	199
2020-05-18	165
2020-05-19	307
2020-05-20	387
2020-05-21	295
2020-05-22	342
2020-05-23	278
2020-05-24	182
2020-05-25	253
2020-05-26	9411
2020-05-27	73057
2020-05-28	665963
2020-05-29	288358
2020-05-30	228781
2020-05-31	327835
2020-06-01	326520
2020-06-02	413516
2020-06-03	245423
2020-06-04	219622
2020-06-05	140503
2020-06-06	101176
2020-06-07	163485
2020-06-08	144843
2020-06-09	87865
2020-06-10	67564
2020-06-11	82867
2020-06-12	76110
2020-06-13	90538
2020-06-14	58589
2020-06-15	51954
2020-06-16	39638
2020-06-17	35497
2020-06-18	36323
2020-06-19	42031
2020-06-20	36077
2020-06-21	33429
2020-06-22	28211
2020-06-23	29140
2020-06-24	22530
2020-06-25	25339
2020-06-26	23067
2020-06-27	24146
2020-06-28	25358
2020-06-29	36091
2020-06-30	28814
2020-07-01	26998
2020-07-02	19335
2020-07-03	14823
2020-07-04	20483
2020-07-05	28591
2020-07-06	18812
2020-07-07	16308
2020-07-08	15824
2020-07-09	17871
2020-07-10	15629
2020-07-11	10345
2020-07-12	12404
2020-07-13	16606
2020-07-14	14228
2020-07-15	13605
2020-07-16	11590
2020-07-17	10536
2020-07-18	11697
2020-07-19	10841
2020-07-20	10396
2020-07-21	12220
2020-07-22	12598
2020-07-23	11720
2020-07-24	12593
2020-07-25	21894
2020-07-26	18083
2020-07-27	15570
2020-07-28	13206
2020-07-29	11932
2020-07-30	10024
2020-07-31	10009
2020-08-01	10367
2020-08-02	10415
2020-08-03	10341
2020-08-04	8744
2020-08-05	7839
2020-08-06	6321
2020-08-07	5721
2020-08-08	6645
2020-08-09	6657
2020-08-10	10155
